organism_name,condition,timepoint_label,timepoint_hours,locus_tag,gene_name,log2fc_rna,padj_rna,expression_status_rna,log2fc_prot,padj_prot,expression_status_prot,category,category_compact
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03215,,-0.3601509602862337,0.5632421792808071,not_significant,-0.047627766927083,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02280,hemB,-0.3599866445171219,0.4644385654634134,not_significant,-0.100486119588216,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00560,recG,0.359947607314131,0.4675737451250266,not_significant,-0.0847409566243504,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10225,,-0.3598202485615824,0.6212208392609049,not_significant,0.423270543416344,0.494368692481321,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17720,,-0.3582936592747625,0.4980800023910525,not_significant,0.132892608642578,0.993858813722481,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11320,,0.3581088500069687,0.5185568151873741,not_significant,0.15003077189128,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_04995,cheR,-0.3578151376109506,0.0237124734997439,not_significant,-0.121681849161786,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16690,nqrD,0.3574315757449867,0.5026232926808304,not_significant,0.567517598470052,0.574899008145173,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17250,,0.3558417401589533,0.4303853137311041,not_significant,-0.137902577718096,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05315,,-0.3554344028198766,0.4721230191831132,not_significant,-0.893751780192057,0.364277481384164,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14740,ftsA,-0.355064527168227,0.5824130656373633,not_significant,0.220109939575196,0.909443259803012,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09860,,0.3550276911916042,0.2724909636733715,not_significant,0.240591049194336,0.95706267215355,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17835,panP,0.354175797154631,0.3932210931786811,not_significant,0.0457153320312497,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_06565,,-0.3540444505008737,0.6650744889924283,not_significant,0.237826029459635,0.945130491702845,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00910,,-0.3525870388194421,0.116038791745914,not_significant,-0.332829793294271,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17300,secY,0.3517429103310214,0.4686766789156563,not_significant,0.537757873535157,0.659555400852915,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10775,resA,-0.3508780824608049,0.4522073422897402,not_significant,0.14840571085612,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14085,,0.3501631511745205,0.3719525569138174,not_significant,0.0228341420491538,0.994463111883507,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00585,sfuB,0.350065881725178,0.3234344381140859,not_significant,0.275411605834959,0.934880775529688,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02045,argA,0.3499664124368254,0.5482635337610718,not_significant,0.0064290364583372,0.997989936107003,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_06100,putP,-0.3496577308719601,0.374141758752038,not_significant,0.284594853719076,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01165,tldD,-0.349111692011661,0.0800696811919053,not_significant,-0.351466496785479,0.743471987849068,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13100,lepB,0.3488867944850782,0.5584660408182507,not_significant,0.177762349446615,0.94576612231392,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01660,,-0.348256034012848,0.3823794405545133,not_significant,-0.226892471313476,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16275,cysH,-0.3481991637658537,0.5327808861187637,not_significant,-0.71637789408366,0.87091999669354,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18300,hfq,-0.3480319123835082,0.493875098124664,not_significant,-0.108123779296874,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15450,,0.3480107338095446,0.3075015483225742,not_significant,-0.146605173746745,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08660,,0.3472323464979435,0.4852623638674715,not_significant,-0.0345643361409522,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14760,murG,0.3471814940477239,0.4879357477866482,not_significant,0.167608896891276,0.943262415001188,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10630,pyrF,0.3467744705141186,0.1845407087890386,not_significant,0.010000228881836,0.997989936107003,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19320,gspL,-0.3461017842167269,0.4352768948785923,not_significant,0.0858942667643234,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00225,,0.3447412125297974,0.4737451199809579,not_significant,0.177591959635417,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19570,lexA,-0.3447353239040623,0.4550330362110024,not_significant,-0.347146987915039,0.63914965698536,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13375,folD,0.3446053928439029,0.461206351581116,not_significant,0.29156684875488,0.786027339549491,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17790,,-0.3441195477519123,0.7018259932351455,not_significant,-0.648699442545573,0.851601059618092,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01125,,0.3437333676191351,0.3761745220885853,not_significant,0.456457773844404,0.402109064211397,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15090,,0.342835617077714,0.6700031270435928,not_significant,0.0680859883626303,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13165,glnB,-0.3414147169853487,0.476221214059734,not_significant,0.560746510823567,0.402677949038768,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09870,,-0.3412923884593543,0.3260187639578721,not_significant,-0.185702006022135,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09850,,-0.3412589447777305,0.5329555435071301,not_significant,-0.186031977335612,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08230,glgC,0.3409426754734933,0.6181158999316823,not_significant,-0.338839213053383,0.577560407922869,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19580,,-0.340708352487128,0.3437210357042081,not_significant,0.0278135935465535,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16050,lldD,0.3404823696850125,0.5354868195747682,not_significant,0.306912740071614,0.937757383485326,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05285,cheB,-0.340065057808915,0.5396060214233401,not_significant,-0.304919560750326,0.948993251369972,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10355,bfr,0.339729988501212,0.6375901326951963,not_significant,0.65741093953451,0.360026722070218,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03800,yrbA,0.3381289024239314,0.4041408770874671,not_significant,-0.215304692586263,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05805,prfB,0.3381217214174176,0.5622869920298444,not_significant,-0.472450892130534,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01225,mutY,0.3364913202291236,0.5226380304762089,not_significant,-0.266407648722331,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16285,cysJ,-0.3356201569899626,0.4428717069689903,not_significant,-0.314624150594079,0.96124290054345,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08170,hpt,0.3355151790129695,0.5635226102683957,not_significant,0.237183888753253,0.961548990561728,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19350,yjjX,0.3353433707666332,0.3954648018332994,not_significant,-0.0992685953776051,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12490,betA,0.3352655003603937,0.3732644073527407,not_significant,-0.322362899780273,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11440,,-0.3337447553013978,0.3708213286782266,not_significant,-0.288259506225587,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05580,tonB2,0.3334886955093594,0.3990517217370676,not_significant,-0.0631128946940098,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14370,,-0.3332848581099589,0.4720075174026652,not_significant,0.0431531270345054,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18885,speA,-0.333239713813953,0.4737451199809579,not_significant,-0.454674402872722,0.745470491976882,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03730,ptsN,-0.3328618381999041,0.5509717481087713,not_significant,0.165847778320312,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00400,,0.3307680680529098,0.559311728201487,not_significant,-0.0457051595052134,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02190,psd,0.3298609686401175,0.3569962057369817,not_significant,0.45018513997396,0.446388896863531,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03260,,-0.3290125771546071,0.7114969065399569,not_significant,0.697006861368814,0.434963621232566,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00505,hemY,-0.3289341099458925,0.3155138418482424,not_significant,0.125485102335617,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00360,cyc,-0.3288338577269911,0.6075847702458145,not_significant,-0.368875503540037,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05590,tmcA,-0.3279222796126439,0.3263913367050018,not_significant,0.452240626017253,0.771018944162375,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16700,nqrB,0.3277259041728619,0.6158649944037153,not_significant,1.20103327433268,0.27849111986039,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03375,,0.3272998419380345,0.179243810215334,not_significant,0.550818125406901,0.314974473801371,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10680,gyrA,0.3270685115578937,0.2538719216385935,not_significant,0.0106010437011697,0.995861103514186,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00355,,0.3260443270345776,0.1953461521364848,not_significant,-0.0343780517578126,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16035,,-0.3240877401036159,0.6260253234136982,not_significant,0.406693776448567,0.506752368853564,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07110,,0.3239937234818131,0.4685848938297645,not_significant,-0.0130939483642576,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17775,rsmD,-0.3237485502781105,0.6577840641098494,not_significant,0.354009628295897,0.830289996694918,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16400,,0.323573228798058,0.4036714279781987,not_significant,0.115047454833984,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15200,kdtX,-0.3234293066784486,0.4581290002473266,not_significant,0.0447438557942709,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09865,cgt,0.3233998114505078,0.4522073422897402,not_significant,0.0402501424153647,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14850,,0.3217946702994978,0.2332901137819006,not_significant,-0.372671127319333,0.911038224530867,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09360,yhbY,0.3217271103780146,0.4499374445118069,not_significant,0.429445266723633,0.781318434435817,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00010,dnaN,0.3206198366457761,0.4050275949255273,not_significant,-0.138247807820636,0.952873244405284,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18970,,-0.31960461152871,0.5018834988194616,not_significant,0.177367528279623,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13155,slyD,0.3194728161116518,0.5226380304762089,not_significant,-0.62684377034505,0.785550026276062,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02750,ispF,0.3194337428904842,0.6472267713881794,not_significant,-0.374090830485026,0.944719986282044,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01595,,0.3192164416755509,0.7173410306573834,not_significant,-0.705020268758138,0.344029734116196,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00970,galM,0.3191994425312875,0.4650421431859033,not_significant,0.0981610616048179,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_06125,batD,-0.3182878585947281,0.6434915255692838,not_significant,0.0544134775797523,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13410,,0.3168137773341817,0.6697547279371449,not_significant,0.231812795003255,0.934880775529688,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19165,hip,-0.3164485179462042,0.6599752495257543,not_significant,-0.419721603393555,0.937757383485326,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08790,,0.3160309137188274,0.5554858510319732,not_significant,0.244783401489257,0.861313944177046,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07295,ahr,-0.3157604547549317,0.2274079662028806,not_significant,-0.0587615966796883,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07925,VP1478,-0.3152257566823357,0.4125978354439101,not_significant,0.382148742675781,0.695175311351901,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19430,fkpA,-0.3141784270014244,0.2240943806058099,not_significant,-0.0309276580810494,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09330,leuS,0.313850072436501,0.3973494757228453,not_significant,-0.371191024780273,0.434963621232566,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_03140,ybiB,0.3136189895107718,0.2004396770315393,not_significant,-0.0222714742024736,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16960,birA,-0.3124402760465908,0.3534961750229697,not_significant,-0.183619817097982,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12590,,-0.3124382588263045,0.4647383365504512,not_significant,0.23870849609375,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00590,,-0.3118416753421482,0.2609586134922444,not_significant,-0.221310297648113,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18840,glmS,0.311825790293315,0.6813848231476107,not_significant,-0.299000422159832,0.911038224530867,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14780,murF,0.3115686887148423,0.5301148456094628,not_significant,-0.0450420379638674,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08225,,0.3107625394785964,0.4283503135000504,not_significant,-0.206430435180664,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02335,,-0.3105478111023154,0.2646597837838093,not_significant,0.198567072550456,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00210,,-0.3098408791396278,0.4945123926307064,not_significant,0.390712102254231,0.783363817932947,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15855,,-0.3096842697281091,0.587436264895347,not_significant,0.309596379597982,0.844123357088464,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18825,,0.309673663787379,0.4290386269460322,not_significant,0.440900802612305,0.670232951083857,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15195,nspC,0.3088803955403362,0.4715211638245888,not_significant,-0.215763727823893,0.934880775529688,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11915,,-0.3086485504358483,0.5312812860379688,not_significant,0.253698984781901,0.962111486115077,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07730,kefC,0.3085107448341099,0.433380744962161,not_significant,0.428370157877603,0.938480092208952,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_17290,rpsM,0.3084762468926991,0.3568508539893354,not_significant,-0.188762029012046,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14375,,-0.3080986031559996,0.2808689440646031,not_significant,0.697581609090174,0.52366377032436,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13555,suhB,0.3077354902055078,0.7332996264700777,not_significant,-0.0866781870524067,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09295,mrdB,-0.3074236993917378,0.617370850462926,not_significant,0.0346126556396471,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19200,,-0.3073666755833673,0.5978260237980692,not_significant,-0.0133584340413431,0.996597184547162,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15470,minD,0.3073085536691851,0.2805572405237753,not_significant,-1.43894068400065,0.572425642988202,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_18665,hel,0.3064918111140869,0.5312812860379688,not_significant,-0.0185527801513699,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11385,,0.3058802018635294,0.4747295131969833,not_significant,0.190667470296224,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10240,gdhB,-0.3055863618945746,0.4291851176671911,not_significant,0.304249445597331,0.938240965107968,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09935,garR,-0.3054741994368262,0.4367810509588494,not_significant,-0.334011713663735,0.534875176680841,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19205,purD,0.3045144403475623,0.4194542832159684,not_significant,0.11517333984375,0.982572700900345,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_14550,ygfB,-0.3043747896340274,0.1397878169664827,not_significant,-0.327353795369466,0.990374329122703,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_10450,sseA,0.303315336154559,0.6209728159458692,not_significant,-0.055960973103841,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12170,lpxH,0.3010910833537756,0.7220999903150817,not_significant,-0.542654037475587,0.942587611611671,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19195,purH,-0.3008111262759499,0.7397987593111641,not_significant,-0.0630791982014993,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08135,quiP,0.3001789364089861,0.3022596393278073,not_significant,0.222831726074218,0.908106223234776,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11665,,0.2996490888964788,0.4879357477866482,not_significant,-0.1174259185791,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_05335,pctC,-0.2995496126322706,0.4858764021027318,not_significant,0.363796234130859,0.851778116386355,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09940,,-0.2994634788320353,0.3522893186511381,not_significant,0.0436191558837922,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_04820,dapD,0.2992170721588982,0.5185568151873741,not_significant,0.178732554117843,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11300,,-0.2991704082045963,0.6395325826577077,not_significant,0.145962397257487,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19045,,0.2986689238362323,0.3977745077353608,not_significant,0.0923569997151693,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09370,hflB,-0.2982963382500104,0.3263913367050018,not_significant,-0.0189431508382163,0.994463111883507,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00550,tdcF,0.2982148929959005,0.5528427952087793,not_significant,0.113480885823571,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19775,,-0.2978862408308708,0.6478228051838264,not_significant,-0.0595385233561232,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_02215,,0.2977264768056934,0.5844495233085303,not_significant,0.540389378865558,0.415888685352021,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12275,accD,0.2976322745481126,0.3723690992110187,not_significant,0.29465293884277,0.785550026276062,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_00960,,0.2975816910778742,0.2533852736020747,not_significant,0.0701332092285161,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15860,,-0.2966693449351579,0.5434841314425615,not_significant,-0.155748367309573,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_15050,thrC,0.2962693701930795,0.2957959903021162,not_significant,-0.14336268107096,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_19405,yheS,0.2962639754263786,0.4305937662372531,not_significant,-0.0109195709228514,0.997989936107003,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07415,seqA,-0.2955963623335004,0.5422615592305003,not_significant,0.20938809712728,0.958531271707686,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_09095,,-0.2952267882442278,0.7028222468879308,not_significant,0.572403589884439,0.333997785001805,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_01635,ilvE,0.2944641083697623,0.4977112406057334,not_significant,0.0233160654703766,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_16820,rimK,-0.2942904077058339,0.4740638391769687,not_significant,-0.0506051381429036,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_11705,glgB,0.2933447867392231,0.3924303267813536,not_significant,-0.234774271647135,0.718958079901265,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12750,ptrA,0.2932315135369899,0.2750692322316355,not_significant,0.0434017181396481,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_04755,,-0.2931737884137799,0.6953658975914486,not_significant,-0.106641133626303,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_13995,ylqF,-0.292606922900917,0.587436264895347,not_significant,-0.465882619222005,0.961548990561728,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_07665,,0.2918730913172939,0.6127273059853355,not_significant,-0.053977966308596,0.994344505317615,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_08305,sbcB,0.2916567460206,0.5072411230029468,not_significant,-0.12418556213379,0.964708285763522,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,axenic,day 18,432.0,ACZ81_12105,dcd,0.2913140799311968,0.4602753616713053,not_significant,-0.0944646199544274,0.994344505317615,not_significant,both_ns,both_ns
