locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds,log2fc,padj,rank,rank_up,de_product,de_gene_category
TX50_RS09520,,hypothetical protein,Unknown,0,Prochlorococcus MED4,,7,1,0,,,0,,0,0,0,hypothetical protein,,WP_162009312.1,,,,,0,,1.928489220332844,3.172036691886849e-06,442,179,hypothetical protein,Unknown
PMM0998,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,go_mf | pfam | cog_category | tigr_role,33,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00998 | TX50_RS05325 | WP_036930349.1,,,,,0,,1.924241492015185,1.6772232092032833e-06,443,180,conserved hypothetical protein,Unknown
PMM0858,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,8,0,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,1,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00858 | Q7V1K7 | TX50_RS04585 | WP_011132492.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric,1.8825316946035453,1.367886614626998e-05,460,189,conserved hypothetical protein,Unknown
PMM0210,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,5,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00210 | Q7V375 | TX50_RS01085 | WP_011131849.1,,,,,0,,1.875083630818337,1.3370908095702186e-07,463,192,conserved hypothetical protein,Unknown
PMM0087,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,8,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00087 | Q7V3I8 | TX50_RS00460 | WP_011131725.1,,,,,0,,1.8720605816908888,0.0006282539789825,469,196,conserved hypothetical protein,Unknown
PMM0247,sll1424,conserved hypothetical protein (DUF3084),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,24,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,sll1424 :: conserved hypothetical protein (DUF3084) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00247 | Q7V345 | TX50_RS01280 | WP_011131885.1,,,,,0,,1.7781930303732056,4.3676632686182804e-07,491,210,conserved hypothetical protein (DUF3084),Unknown
PMM0368,,conserved hypothetical protein (DUF3303),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,36,20,2,9.0,Prochlorococcus | Synechococcus,4,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00368 | Q7V2U4 | TX50_RS01955 | WP_011132005.1,,,,,0,,1.7762759005060205,0.0006864226750346,493,211,conserved hypothetical protein (DUF3303),Unknown
TX50_RS09860,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,7,1,3,4.0,Prochlorococcus,0,,0,0,0,conserved hypothetical protein,,CK_Pro_MED4_50021 | PMM1879a | WP_225866774.1,,,,,0,,1.7460449943147696,0.0004549750840289,501,217,conserved hypothetical protein,Unknown
PMM1587,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,8,1,0,13.0,Prochlorococcus | Synechococcus,1,condition_comparison,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01587 | Q7UZR8 | TX50_RS09505 | WP_011133215.1,,,,,0,,1.6477521240333175,9.538954524549662e-05,542,231,conserved hypothetical protein,Unknown
PMM0432,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00432 | Q7V2P0 | TX50_RS02330 | WP_011132068.1,,,,,0,,1.6413705570865804,2.04608088174292e-06,544,232,conserved hypothetical protein,Unknown
PMM0119,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,16,1,0,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_00119 | Q7V3F6 | TX50_RS00625 | WP_011131758.1,,,,,0,,1.6395014743925116,0.0002610064965828,546,233,conserved hypothetical protein,Unknown
PMM0364,,conserved hypothetical protein (DUF3303),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,33,11,3,1.0,Prochlorococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00364 | Q7TUE4 | TX50_RS01935 | WP_011132001.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric,1.6391452266392934,0.0026136316574146,547,234,conserved hypothetical protein (DUF3303),Unknown
PMM0451,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,2,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00451 | Q7V2M4 | TX50_RS02425 | WP_011132087.1,,,,,0,,1.6135171129632735,3.355089413326047e-05,558,239,conserved hypothetical protein,Unknown
PMM1678,,conserved hypothetical protein,Stress response and adaptation,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,5,3,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01678 | Q7UZI7 | TX50_RS08965 | WP_011133305.1,,,,,0,,1.6080699768912716,3.180921363887905e-07,560,240,conserved hypothetical protein,Stress response and adaptation
PMM0088,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,27,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00088 | Q7V3I7 | TX50_RS00465 | WP_011131726.1,,,,,0,,1.5841485573999063,0.0007090648914752,572,246,conserved hypothetical protein,Unknown
PMM0991,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,1,0,6.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00991 | Q7TU87 | TX50_RS05285 | WP_011132623.1,,,,,0,,1.551392131852606,0.0033272965434337,584,251,conserved hypothetical protein,Unknown
PMM2077,,Hypothetical protein,Unknown,0,Prochlorococcus MED4,,7,3,0,3.0,Prochlorococcus,1,condition_comparison,0,0,0,Hypothetical protein,,B9ER48 | CK_Pro_MED4_02077 | TX50_RS09845 | WP_173028062.1,,,,,0,,1.5427691076848489,0.0026643723817247,587,253,Hypothetical protein,Unknown
PMM2003,,Conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,10,6,2,4.0,Prochlorococcus,1,condition_comparison,0,0,0,Conserved hypothetical protein :: -,,A8WIL9 | CK_Pro_MED4_02003 | TX50_RS09825 | WP_173028053.1,,,,,0,,1.5367576732597357,6.838138538992148e-05,592,255,Conserved hypothetical protein,Unknown
PMM1959,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,cyanorak_role | tigr_role,9,5,0,4.0,Prochlorococcus,1,condition_comparison,0,0,0,conserved hypothetical protein :: -,,A8WIH6 | CK_Pro_MED4_01959 | TX50_RS06085 | WP_036930572.1,,,,,0,,1.5343824453048331,0.0009757913303657,594,257,conserved hypothetical protein,Unknown
PMM1387,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category,20,6,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01387 | Q7V084 | TX50_RS07460 | WP_011133020.1,,,,,0,,1.5299456312399682,0.001111000398477,596,258,conserved hypothetical protein,Unknown
PMM0707,,uncharacterized conserved secreted protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,3,0,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved secreted protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00707 | Q7TUB7 | TX50_RS03775 | WP_011132341.1,,,,,0,,1.4979424572052362,3.5051260320291755e-08,610,265,uncharacterized conserved secreted protein,Unknown
PMM0904,ycf49,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ycf49 :: conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00904 | Q7V1G9 | TX50_RS04830 | WP_011132537.1,,,,,0,,1.4698740504102674,0.0291709385863175,620,269,conserved hypothetical protein,Unknown
PMM1574,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01574 | Q7UZT1 | TX50_RS08430 | WP_011133202.1,,,,,0,,1.4369221251977349,4.94897327402556e-11,635,278,conserved hypothetical protein,Unknown
PMM0099,,uncharacterized membrane protein (DUF3120),Stress response and adaptation,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized membrane protein (DUF3120) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00099 | Q7V3H6 | TX50_RS00525 | WP_011131737.1,,,,,0,,1.428330235995931,4.925017589150813e-06,639,280,uncharacterized membrane protein (DUF3120),Stress response and adaptation
PMM0650,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,2,0,7.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00650 | TX50_RS03445 | WP_036930967.1,,,,,0,,1.4195970371100304,0.0287808135809256,643,283,conserved hypothetical protein,Unknown
PMM1395,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,19,3,1,1.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_01395 | Q7V080 | TX50_RS07500 | WP_011133028.1,,,,,0,,1.3666023334686768,0.0027518544998432,673,294,conserved hypothetical protein,Unknown
PMM0849,,uncharacterized membrane protein,Unknown,1,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00849 | Q7V1L6 | TX50_RS04540 | WP_011132483.1,,,,,0,,1.362642439064513,0.0010674069109921,676,296,uncharacterized membrane protein,Unknown
PMM0361,,conserved hypothetical protein,Coenzyme metabolism,1,Prochlorococcus MED4,go_mf | cog_category | cyanorak_role | tigr_role,24,2,1,5.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00361 | Q7TUE5 | TX50_RS01915 | WP_011131998.1,,,,,0,,1.339362756264124,8.50693104640494e-05,690,301,conserved hypothetical protein,Coenzyme metabolism
PMM0719,,conserved hypothetical protein (DUF3764),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,35,7,0,14.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF3764) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00719 | Q7V1X7 | TX50_RS03840 | WP_011132353.1,,,,,0,,1.3137504893600755,0.014588162129705,707,309,conserved hypothetical protein (DUF3764),Unknown
PMM1418,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | kegg | brite,16,1,0,2.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,"conserved hypothetical protein :: Type VI secretion system VasI, EvfG, VC_A0118","Type VI secretion system VasI, EvfG, VC_A0118",CK_Pro_MED4_01418 | Q7TU47 | TX50_RS07640 | WP_011133047.1,,,,,0,,1.3075776122117195,0.0075660493989553,708,310,conserved hypothetical protein,Unknown
PMM0268,,uncharacterized conserved secreted protein (DUF3155),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,20,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved secreted protein (DUF3155) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00268 | Q7V326 | TX50_RS01390 | WP_011131905.1,,,,,0,,1.2952526727056377,2.158141751786037e-05,712,313,uncharacterized conserved secreted protein (DUF3155),Unknown
PMM0664,,conserved hypothetical protein,Post-translational modification,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,CK_Pro_MED4_00664 | Q7V227 | TX50_RS03535 | WP_011132298.1,,,,,0,,1.2911887069709074,8.788070266341924e-06,715,316,conserved hypothetical protein,Post-translational modification
PMM0667,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,4,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00667 | Q7V224 | TX50_RS03550 | WP_011132301.1,,,,,0,,1.2718878343105944,0.0122602272750147,726,322,conserved hypothetical protein,Unknown
PMM1078,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,5,2,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01078 | Q7V112 | TX50_RS05790 | WP_011132711.1,,,,,0,,1.2711081366806,0.006273714639244,727,323,conserved hypothetical protein,Unknown
PMM0383,,uncharacterized TonB box-containing membrane protein,Cell wall and membrane,1,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,29,8,2,8.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized TonB box-containing membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00383 | Q7V2T2 | TX50_RS02045 | WP_011132020.1,,,,,0,,1.2624827631780184,0.0341212958352908,734,328,uncharacterized TonB box-containing membrane protein,Cell wall and membrane
PMM0715,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,cyanorak_role | tigr_role,29,3,2,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_00715 | Q7V1Y0 | TX50_RS03820 | WP_011132349.1,,,,,0,,1.255022371349108,0.0018855970326929,737,330,conserved hypothetical protein,Unknown
PMM0773,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,1,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00773 | Q7V1T2 | TX50_RS04130 | WP_011132407.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric,1.2365613261077806,0.0433559687111952,753,332,conserved hypothetical protein,Unknown
PMM1362,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,25,1,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01362 | Q7V0A7 | TX50_RS07305 | WP_011132996.1,,,,,0,,1.18326197615125,0.0050856340651792,784,346,conserved hypothetical protein,Unknown
PMM0996,,conserved hypothetical protein (DUF3303),Stress response and adaptation,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,5,0,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00996 | Q7V186 | TX50_RS05315 | WP_011132628.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric,1.181663987036058,0.0045800343646198,786,348,conserved hypothetical protein (DUF3303),Stress response and adaptation
PMM0739,,uncharacterized conserved metal-binding protein (DUF2103),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,19,4,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved metal-binding protein (DUF2103) :: metal-binding protein (DUF2103),metal-binding protein (DUF2103),CK_Pro_MED4_00739 | Q7V1W3 | TX50_RS03965 | WP_011132373.1,,,,,0,,1.1625609159471328,0.0003420213993795,794,351,uncharacterized conserved metal-binding protein (DUF2103),Unknown
PMM0509,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,5,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00509 | Q7TUC9 | TX50_RS02735 | WP_011132144.1,,,,,0,,1.1607023317268346,0.0156165481337694,796,353,conserved hypothetical protein,Unknown
PMM1307,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,27,2,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01307 | Q7V0F5 | TX50_RS07015 | WP_011132941.1,,,,,0,,1.1604495720241634,0.0189519840110667,798,354,conserved hypothetical protein,Unknown
PMM1834,,Conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,7,2,0,10.0,Prochlorococcus,1,condition_comparison,0,0,0,Conserved hypothetical protein :: -,,A8WI47 | CK_Pro_MED4_01834 | TX50_RS09575 | WP_173027951.1,,,,,0,,1.153221049213674,0.0271227838821157,800,355,Conserved hypothetical protein,Unknown
PMM0737,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,3,5,7.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00737 | Q7V1W5 | TX50_RS03950 | WP_011132371.1,,,,,0,,1.1012924497229075,0.0031329939859068,833,370,conserved hypothetical protein,Unknown
PMM1473,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,1,1,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01473 | Q7V018 | TX50_RS07915 | WP_011133101.1,,,,,0,,1.096262404232921,0.0137644617852245,834,371,conserved hypothetical protein,Unknown
PMM1045,,Uncharacterized conserved membrane protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,7,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,Uncharacterized conserved membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01045 | TX50_RS05620 | WP_036930268.1,,,,,0,,1.0892991856457417,0.0173493429819882,840,373,Uncharacterized conserved membrane protein,Unknown
PMM1363,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category,19,2,1,1.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01363 | TX50_RS09365 | WP_036930502.1,,,,,0,,1.0846370848788964,0.0249488047967458,844,374,conserved hypothetical protein,Unknown
PMM1872,,uncharacterized conserved membrane protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,7,1,0,7.0,Prochlorococcus,1,condition_comparison,0,0,0,uncharacterized conserved membrane protein :: Alternative locus ID,Alternative locus ID,A8WI91 | CK_Pro_MED4_01872 | TX50_RS03695 | WP_036930822.1,,,,,0,,1.0582983032899271,0.0306506413637566,862,385,uncharacterized conserved membrane protein,Unknown
PMM1941,,uncharacterized conserved membrane protein (DUF2839),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,7,1,0,7.0,Prochlorococcus,1,condition_comparison,0,0,0,uncharacterized conserved membrane protein (DUF2839) :: Alternative locus ID,Alternative locus ID,A8WIG0 | CK_Pro_MED4_01941 | TX50_RS05465 | WP_036930285.1,,,,,0,,1.0539872136345714,0.0131747283440522,866,387,uncharacterized conserved membrane protein (DUF2839),Unknown
PMM1970,,Hypothetical protein,Unknown,0,Prochlorococcus MED4,,7,3,0,3.0,Prochlorococcus,1,condition_comparison,0,0,0,Hypothetical protein :: -,,CK_Pro_MED4_01970 | TX50_RS09485 | WP_157859394.1,,,,,0,,1.023606778113525,0.031040489111934,892,398,Hypothetical protein,Unknown
PMM1355,,conserved hypothetical protein,Stress response and adaptation,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01355 | Q7V0B4 | TX50_RS07265 | WP_011132989.1,,,,,0,,1.020796582328294,0.0012322663748259,894,400,conserved hypothetical protein,Stress response and adaptation
PMM0075,,conserved hypothetical protein,Transcription,1,Prochlorococcus MED4,go_bp | pfam | cog_category | kegg | cyanorak_role | tigr_role,39,9,7,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00075 | Q7V3K0 | TX50_RS00395 | WP_011131713.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric,1.0178142326676525,0.0186075799137299,895,401,conserved hypothetical protein,Transcription
