group_id,organism_name,locus_tag,gene_name,product,gene_category
eggnog:1G6IB@1117,Synechococcus CC9311,sync_2878,ureB,urease beta subunit,Stress response and adaptation
eggnog:1G6IB@1117,Synechococcus PCC 7002,SYNPCC7002_A2437,ureB,urease subunit beta,Amino acid metabolism
eggnog:1G6IB@1117,Synechococcus WH8102,SYNW2448,ureB,urease beta subunit,Stress response and adaptation
eggnog:1G6IB@1117,Synechococcus sp. BL107,BL107_06959,ureB,urease beta subunit,Stress response and adaptation
eggnog:1G6IB@1117,Thermosynechococcus vestitus BP-1,tll0330,ureB,urease subunit beta,Amino acid metabolism
eggnog:1G6KQ@1117,Prochlorococcus AS9601,A9601_08931,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MED4,PMM0965,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MIT0801,EW15_1985,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MIT9301,P9301_08911,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MIT9303,P9303_29791,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MIT9312,PMT9312_0834,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus MIT9313,PMT2234,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus NATL1A,NATL1_19241,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus NATL2A,PMN2A_1053,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Prochlorococcus RSP50,BSR22_07420,ureA,urease subunit gamma,Amino acid metabolism
eggnog:1G6KQ@1117,Synechococcus CC9311,sync_2877,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Synechococcus PCC 7002,SYNPCC7002_A1319,ureA,urease subunit gamma,Amino acid metabolism
eggnog:1G6KQ@1117,Synechococcus WH8102,SYNW2447,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Synechococcus sp. BL107,BL107_06964,ureA,urease gamma subunit,Stress response and adaptation
eggnog:1G6KQ@1117,Thermosynechococcus vestitus BP-1,tlr0981,ureA,urease subunit gamma,Amino acid metabolism
eggnog:1G6TF@1117,Prochlorococcus AS9601,A9601_08911,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus MED4,PMM0967,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus MIT0801,EW15_1983,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus MIT9301,P9301_08891,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus MIT9312,PMT9312_0832,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus NATL1A,NATL1_19221,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus NATL2A,PMN2A_1051,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Prochlorococcus RSP50,BSR22_07410,ureE,urease accessory protein UreE,Post-translational modification
eggnog:1G6TF@1117,Synechococcus CC9311,sync_2875,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Synechococcus PCC 7002,SYNPCC7002_A0720,ureE,urease accessory protein UreE,Post-translational modification
eggnog:1G6TF@1117,Synechococcus WH8102,SYNW2445,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Synechococcus sp. BL107,BL107_06974,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1G6TF@1117,Thermosynechococcus vestitus BP-1,tll1366,ureE,urease accessory protein UreE,Post-translational modification
eggnog:1G8J1@1117,Prochlorococcus MIT9303,P9303_29771,ureE,urease accessory protein UreE,Stress response and adaptation
eggnog:1GBHI@1117,Prochlorococcus MED4,PMM0372,cynD,cyanate ABC transporter ATP-binding protein,Central intermediary metabolism
eggnog:1GBHI@1117,Prochlorococcus RSP50,BSR22_01510,,ABC transporter ATP-binding protein,Inorganic ion transport
eggnog:1GBHS@1117,Synechococcus WH8102,SYNW2487,cynA,"cyanate ABC transporter, substrate-binding protein",Central intermediary metabolism
eggnog:1GBHS@1117,Synechococcus elongatus PCC 7942,H6G84_02430,H6G84_RS02430,ABC transporter substrate-binding protein,Inorganic ion transport
eggnog:1GBHS@1117,Synechococcus elongatus UTEX 2973,M744_05845,,ABC transporter substrate-binding protein,Inorganic ion transport
eggnog:1GC52@1117,Prochlorococcus AS9601,A9601_08901,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MED4,PMM0968,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MIT0801,EW15_1982,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MIT9301,P9301_08881,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MIT9303,P9303_29761,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MIT9312,PMT9312_0831,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus MIT9313,PMT2231,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus NATL1A,NATL1_19211,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus NATL2A,PMN2A_1050,ureF,urease accessory protein UreF,Stress response and adaptation
eggnog:1GC52@1117,Prochlorococcus RSP50,BSR22_07405,ureF,urease accessory protein UreF,Post-translational modification
eggnog:1GCF1@1117,Synechococcus CC9311,sync_0622,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GCF1@1117,Synechococcus WH7803,SynWH7803_0586,metB,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GCF1@1117,Synechococcus WH8102,SYNW0674,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GCF1@1117,Synechococcus sp. BL107,BL107_15745,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GCPE@1117,Prochlorococcus MIT9303,P9303_29721,urtC,"ABC-type urea transporter, membrane component",Stress response and adaptation
eggnog:1GCPE@1117,Prochlorococcus MIT9313,PMT2227,urtC,"ABC-type urea transporter, membrane component",Stress response and adaptation
eggnog:1GD8R@1117,Prochlorococcus AS9601,A9601_02851,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus MED4,PMM0263,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus MIT0801,EW15_0356,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus MIT9301,P9301_02861,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus MIT9312,PMT9312_0265,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus NATL1A,NATL1_03411,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus NATL2A,PMN2A_1629,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GD8R@1117,Prochlorococcus RSP50,BSR22_04425,amtB,ammonium transporter,Inorganic ion transport
eggnog:1GD8R@1117,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0295,amt1,ammonium transporter,Central intermediary metabolism
eggnog:1GJ43@1117,Prochlorococcus MED4,PMM0371,cynB,"cyanate ABC transporter, permease protein",Central intermediary metabolism
eggnog:1GJ43@1117,Prochlorococcus RSP50,BSR22_01515,,ABC transporter permease,Inorganic ion transport
eggnog:1GMGD@1117,Prochlorococcus AS9601,A9601_04581,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MED4,PMM0408,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MIT0801,EW15_0473,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MIT9301,P9301_04271,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MIT9303,P9303_21191,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MIT9312,PMT9312_0403,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus MIT9313,PMT0225,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus NATL1A,NATL1_04591,,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus NATL2A,PMN2A_1742,PMN2A_RS02170,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus RSP50,BSR22_05115,,PLP-dependent transferase,Amino acid metabolism
eggnog:1GMGD@1117,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0404,metC/metB,"O-succinylhomoserine(thiol)-lyase, MetB-like protein",Amino acid metabolism
eggnog:1GMPI@1117,Synechococcus CC9311,sync_1571,,"putative urea transporter, UT family",Stress response and adaptation
eggnog:1GMZN@1117,Synechococcus CC9311,sync_2886,mobA,molybdenum cofactor guanylyltransferase,Coenzyme metabolism
eggnog:1GMZN@1117,Synechococcus WH7803,SynWH7803_2479,mobA,molybdenum cofactor guanylyltransferase,Coenzyme metabolism
eggnog:1GMZN@1117,Synechococcus WH8102,SYNW2461,mobA,molybdenum cofactor guanylyltransferase,Coenzyme metabolism
eggnog:1GMZN@1117,Synechococcus sp. BL107,BL107_06909,mobA,molybdenum cofactor guanylyltransferase,Coenzyme metabolism
eggnog:1GNRD@1117,Synechococcus CC9311,sync_2894,moaD,molydbenum cofactor biosynthesis protein D (molybdopterin converting factor small subunit),Coenzyme metabolism
eggnog:1GNRD@1117,Synechococcus WH7803,SynWH7803_2487,moaD,molydbenum cofactor biosynthesis protein D (molybdopterin converting factor small subunit),Coenzyme metabolism
eggnog:1GNRD@1117,Synechococcus WH8102,SYNW2473,moaD,molydbenum cofactor biosynthesis protein D (molybdopterin converting factor small subunit),Coenzyme metabolism
eggnog:1GNRD@1117,Synechococcus sp. BL107,BL107_06854,moaD,molydbenum cofactor biosynthesis protein D (molybdopterin converting factor small subunit),Coenzyme metabolism
eggnog:1GP1E@1117,Synechococcus WH7803,SynWH7803_2496,cynH,cyanate hydratase,Central intermediary metabolism
eggnog:1GP1E@1117,Synechococcus WH8102,TX72_RS12565,cynH,cyanate hydratase,Central intermediary metabolism
eggnog:1GP1E@1117,Synechococcus sp. BL107,BL107_RS12100,cynH,cyanate hydratase,Central intermediary metabolism
eggnog:1GRCJ@1117,Prochlorococcus MIT0801,EW15_1227,,nitroreductase family protein,Stress response and adaptation
eggnog:1GRCJ@1117,Prochlorococcus NATL1A,NATL1_12251,,nitroreductase family protein,Stress response and adaptation
eggnog:1GRCJ@1117,Prochlorococcus NATL2A,PMN2A_0498,PMN2A_RS05525,nitroreductase family protein,Stress response and adaptation
